Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-10-20,3.073,0
2020-10-21,3.667,0
2020-10-22,3.924,0
2020-10-23,2.488,0
2020-10-24,1.545,0
2020-10-25,1.51,0
2020-10-26,1.484,0
2020-10-27,1.621,1
2020-10-28,1.502,1
2020-10-29,1.254,1
2020-10-30,0.712,1
2020-10-31,0.738,1
2020-11-01,1.116,1
2020-11-02,0.885,1
2020-11-03,0.429,1
2020-11-04,0.606,1
2020-11-05,1.131,1
2020-11-06,1.294,1
2020-11-07,0.823,1
2020-11-08,0.508,1
2020-11-09,0.393,1
2020-11-10,0.583,1
2020-11-11,0.431,1
2020-11-12,0.577,2
2020-11-13,0.557,2
2020-11-14,0.54,2
2020-11-15,0.524,2
2020-11-16,0.51,2
2020-11-17,0.498,2
2020-11-18,0.488,2
