Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-07-31,0.007,0
2020-08-01,0.005,0
2020-08-02,0.045,0
2020-08-03,0.17,0
2020-08-04,0.16,0
2020-08-05,0.116,0
2020-08-06,0.06,0
2020-08-07,0.044,1
2020-08-08,0.037,1
2020-08-09,0.042,1
2020-08-10,0.01,1
2020-08-11,0.013,1
2020-08-12,0.072,1
2020-08-13,0.064,1
2020-08-14,0.075,1
2020-08-15,0.016,1
2020-08-16,0.074,1
2020-08-17,0.068,1
2020-08-18,0.037,1
2020-08-19,0.017,1
2020-08-20,0.033,1
2020-08-21,0.039,1
2020-08-22,0.011,1
2020-08-23,0.287,2
2020-08-24,0.295,2
2020-08-25,0.304,2
2020-08-26,0.314,2
2020-08-27,0.327,2
2020-08-28,0.342,2
2020-08-29,0.359,2
