Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-09-30,7.488,0
2021-10-01,6.782,0
2021-10-02,7.141,0
2021-10-03,7.592,0
2021-10-04,7.483,0
2021-10-05,6.441,0
2021-10-06,6.948,0
2021-10-07,6.829,0
2021-10-08,6.969,1
2021-10-09,6.54,1
2021-10-10,7.137,1
2021-10-11,6.935,1
2021-10-12,7.28,1
2021-10-13,7.173,1
2021-10-14,6.371,1
2021-10-15,5.525,1
2021-10-16,4.648,1
2021-10-17,3.672,1
2021-10-18,3.074,1
2021-10-19,2.781,1
2021-10-20,2.869,1
2021-10-21,3.022,1
2021-10-22,2.914,1
2021-10-23,3.137,2
2021-10-24,3.009,2
2021-10-25,2.885,2
2021-10-26,2.764,2
2021-10-27,2.649,2
2021-10-28,2.537,2
2021-10-29,2.43,2
