Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2023-03-07,1.688,0
2023-03-08,1.228,0
2023-03-09,0.911,0
2023-03-10,0.801,0
2023-03-11,1.175,0
2023-03-12,0.81,0
2023-03-13,0.661,0
2023-03-14,0.237,1
2023-03-15,0.115,1
2023-03-16,0.38,1
2023-03-17,0.352,1
2023-03-18,0.351,1
2023-03-19,0.132,1
2023-03-20,0.156,1
2023-03-21,0.321,1
2023-03-22,0.554,1
2023-03-23,0.77,1
2023-03-24,1.049,1
2023-03-25,1.037,1
2023-03-26,0.829,1
2023-03-27,0.705,1
2023-03-28,0.787,1
2023-03-29,0.88,1
2023-03-30,1.073,2
2023-03-31,1.113,2
2023-04-01,1.153,2
2023-04-02,1.192,2
2023-04-03,1.23,2
2023-04-04,1.267,2
2023-04-05,1.303,2
