Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-07-21,12.824,0
2021-07-22,12.91,0
2021-07-23,13.492,0
2021-07-24,14.042,0
2021-07-25,14.873,0
2021-07-26,15.386,0
2021-07-27,15.813,0
2021-07-28,15.992,1
2021-07-29,16.243,1
2021-07-30,15.348,1
2021-07-31,14.414,1
2021-08-01,13.812,1
2021-08-02,12.004,1
2021-08-03,11.388,1
2021-08-04,11.775,1
2021-08-05,12.605,1
2021-08-06,13.529,1
2021-08-07,14.303,1
2021-08-08,14.646,1
2021-08-09,14.56,1
2021-08-10,14.566,1
2021-08-11,14.512,1
2021-08-12,13.496,2
2021-08-13,13.452,2
2021-08-14,13.407,2
2021-08-15,13.359,2
2021-08-16,13.31,2
2021-08-17,13.257,2
2021-08-18,13.201,2
