Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-10-06,3.514,0
2022-10-07,7.232,0
2022-10-08,10.673,0
2022-10-09,8.685,0
2022-10-10,6.341,0
2022-10-11,4.331,0
2022-10-12,4.241,0
2022-10-13,7.603,1
2022-10-14,7.914,1
2022-10-15,7.906,1
2022-10-16,9.148,1
2022-10-17,12.642,1
2022-10-18,15.709,1
2022-10-19,14.241,1
2022-10-20,10.196,1
2022-10-21,12.324,1
2022-10-22,14.166,1
2022-10-23,11.205,1
2022-10-24,7.577,1
2022-10-25,7.509,1
2022-10-26,9.727,1
2022-10-27,14.049,1
2022-10-28,11.928,2
2022-10-29,12.339,2
2022-10-30,12.753,2
2022-10-31,13.169,2
2022-11-01,13.585,2
2022-11-02,14.002,2
2022-11-03,14.417,2
