Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2018-11-02,0.846,0
2018-11-03,0.326,0
2018-11-04,0.737,0
2018-11-05,1.212,0
2018-11-06,1.635,0
2018-11-07,1.509,0
2018-11-08,1.104,0
2018-11-09,0.776,1
2018-11-10,0.405,1
2018-11-11,0.407,1
2018-11-12,0.626,1
2018-11-13,0.408,1
2018-11-14,0.075,1
2018-11-15,0.151,1
2018-11-16,0.261,1
2018-11-17,0.306,1
2018-11-18,0.289,1
2018-11-19,0.51,1
2018-11-20,0.622,1
2018-11-21,0.553,1
2018-11-22,0.464,1
2018-11-23,0.386,1
2018-11-24,0.339,1
2018-11-25,0.367,2
2018-11-26,0.367,2
2018-11-27,0.368,2
2018-11-28,0.37,2
2018-11-29,0.372,2
2018-11-30,0.375,2
2018-12-01,0.377,2
