Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-10-25,5.162,0
2021-10-26,4.075,0
2021-10-27,2.27,0
2021-10-28,2.354,0
2021-10-29,1.974,0
2021-10-30,1.175,0
2021-10-31,1.095,0
2021-11-01,1.013,1
2021-11-02,1.745,1
2021-11-03,1.867,1
2021-11-04,1.688,1
2021-11-05,1.434,1
2021-11-06,0.859,1
2021-11-07,0.759,1
2021-11-08,1.17,1
2021-11-09,1.866,1
2021-11-10,2.169,1
2021-11-11,2.155,1
2021-11-12,2.162,1
2021-11-13,1.764,1
2021-11-14,1.58,1
2021-11-15,1.848,1
2021-11-16,2.286,1
2021-11-17,1.229,2
2021-11-18,1.199,2
2021-11-19,1.17,2
2021-11-20,1.143,2
2021-11-21,1.118,2
2021-11-22,1.094,2
2021-11-23,1.071,2
