Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-08-24,13.634,0
2020-08-25,13.678,0
2020-08-26,12.05,0
2020-08-27,13.002,0
2020-08-28,12.899,0
2020-08-29,11.045,0
2020-08-30,8.884,0
2020-08-31,8.947,1
2020-09-01,9.535,1
2020-09-02,10.644,1
2020-09-03,11.429,1
2020-09-04,9.63,1
2020-09-05,9.086,1
2020-09-06,9.809,1
2020-09-07,9.455,1
2020-09-08,8.437,1
2020-09-09,7.536,1
2020-09-10,6.049,1
2020-09-11,5.332,1
2020-09-12,5.165,1
2020-09-13,5.671,1
2020-09-14,5.902,1
2020-09-15,7.198,2
2020-09-16,7.009,2
2020-09-17,6.819,2
2020-09-18,6.628,2
2020-09-19,6.437,2
2020-09-20,6.247,2
2020-09-21,6.057,2
