Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2023-04-29,2,0
2023-04-30,1.854,0
2023-05-01,1.615,0
2023-05-02,1.781,0
2023-05-03,2.088,0
2023-05-04,1.966,0
2023-05-05,3.06,0
2023-05-06,4.011,1
2023-05-07,4.967,1
2023-05-08,5.17,1
2023-05-09,4.964,1
2023-05-10,4.347,1
2023-05-11,4.528,1
2023-05-12,5.241,1
2023-05-13,5.762,1
2023-05-14,5.7,1
2023-05-15,4.827,1
2023-05-16,4.225,1
2023-05-17,4.185,1
2023-05-18,4.487,1
2023-05-19,4.793,1
2023-05-20,4.825,1
2023-05-21,5.703,2
2023-05-22,5.878,2
2023-05-23,6.053,2
2023-05-24,6.228,2
2023-05-25,6.401,2
2023-05-26,6.574,2
2023-05-27,6.745,2
