Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-04-24,4.019,0
2022-04-25,2.917,0
2022-04-26,2.158,0
2022-04-27,1.747,0
2022-04-28,2.47,0
2022-04-29,2.819,0
2022-04-30,3.361,0
2022-05-01,3.355,1
2022-05-02,3.984,1
2022-05-03,4.386,1
2022-05-04,4.51,1
2022-05-05,4.207,1
2022-05-06,3.885,1
2022-05-07,3.56,1
2022-05-08,3.748,1
2022-05-09,4.518,1
2022-05-10,5.113,1
2022-05-11,5.336,1
2022-05-12,5.462,1
2022-05-13,5.317,1
2022-05-14,5.44,1
2022-05-15,5.633,1
2022-05-16,4.818,2
2022-05-17,4.985,2
2022-05-18,5.153,2
2022-05-19,5.322,2
2022-05-20,5.492,2
2022-05-21,5.661,2
2022-05-22,5.83,2
