Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-10-07,2.177,0
2020-10-08,5.005,0
2020-10-09,3.457,0
2020-10-10,1.853,0
2020-10-11,3.412,0
2020-10-12,5.467,0
2020-10-13,6.177,0
2020-10-14,5.225,0
2020-10-15,7.645,1
2020-10-16,11.135,1
2020-10-17,10.378,1
2020-10-18,10.675,1
2020-10-19,10.065,1
2020-10-20,8.741,1
2020-10-21,7.892,1
2020-10-22,7.521,1
2020-10-23,9.613,1
2020-10-24,12.061,1
2020-10-25,13.455,1
2020-10-26,14.746,1
2020-10-27,15.633,1
2020-10-28,15.276,1
2020-10-29,14.156,1
2020-10-30,12.762,2
2020-10-31,13.177,2
2020-11-01,13.593,2
2020-11-02,14.01,2
2020-11-03,14.424,2
2020-11-04,14.837,2
2020-11-05,15.246,2
