Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-01-16,0.734,0
2020-01-17,0.521,0
2020-01-18,0.446,0
2020-01-19,0.317,0
2020-01-20,0.071,0
2020-01-21,0,0
2020-01-22,0.002,0
2020-01-23,0.104,1
2020-01-24,0.211,1
2020-01-25,0.093,1
2020-01-26,0.05,1
2020-01-27,0.08,1
2020-01-28,0.06,1
2020-01-29,0.086,1
2020-01-30,0.083,1
2020-01-31,0.03,1
2020-02-01,0.028,1
2020-02-02,0.001,1
2020-02-03,0.001,1
2020-02-04,0.001,1
2020-02-05,0.004,1
2020-02-06,0.013,1
2020-02-07,0.227,2
2020-02-08,0.245,2
2020-02-09,0.264,2
2020-02-10,0.283,2
2020-02-11,0.302,2
2020-02-12,0.321,2
2020-02-13,0.34,2
