Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-04-27,13.433,0
2022-04-28,12.795,0
2022-04-29,9.898,0
2022-04-30,7.957,0
2022-05-01,7.478,0
2022-05-02,8.327,0
2022-05-03,7.653,0
2022-05-04,7.867,1
2022-05-05,6.198,1
2022-05-06,6.316,1
2022-05-07,7.655,1
2022-05-08,7.142,1
2022-05-09,5.629,1
2022-05-10,5.169,1
2022-05-11,2.968,1
2022-05-12,1.83,1
2022-05-13,1.448,1
2022-05-14,1.898,1
2022-05-15,1.752,1
2022-05-16,2.427,1
2022-05-17,4.015,1
2022-05-18,4.719,1
2022-05-19,3.943,2
2022-05-20,3.759,2
2022-05-21,3.576,2
2022-05-22,3.396,2
2022-05-23,3.217,2
2022-05-24,3.04,2
2022-05-25,2.866,2
