Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-10-18,2.782,0
2020-10-19,2.719,0
2020-10-20,3.067,0
2020-10-21,3.659,0
2020-10-22,3.914,0
2020-10-23,2.453,0
2020-10-24,1.684,0
2020-10-25,1.393,1
2020-10-26,1.47,1
2020-10-27,1.776,1
2020-10-28,1.346,1
2020-10-29,1.134,1
2020-10-30,0.592,1
2020-10-31,0.553,1
2020-11-01,0.72,1
2020-11-02,0.624,1
2020-11-03,0.5,1
2020-11-04,0.693,1
2020-11-05,1.042,1
2020-11-06,1.487,1
2020-11-07,0.973,1
2020-11-08,1.122,1
2020-11-09,1.015,1
2020-11-10,0.624,2
2020-11-11,0.599,2
2020-11-12,0.577,2
2020-11-13,0.557,2
2020-11-14,0.54,2
2020-11-15,0.524,2
2020-11-16,0.51,2
