Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-01-16,0.734,0
2020-01-17,0.521,0
2020-01-18,0.446,0
2020-01-19,0.317,0
2020-01-20,0.071,0
2020-01-21,0,0
2020-01-22,0.017,0
2020-01-23,0.082,1
2020-01-24,0.262,1
2020-01-25,0.105,1
2020-01-26,0.065,1
2020-01-27,0.071,1
2020-01-28,0.045,1
2020-01-29,0.061,1
2020-01-30,0.083,1
2020-01-31,0.092,1
2020-02-01,0.11,1
2020-02-02,0.001,1
2020-02-03,0.001,1
2020-02-04,0.001,1
2020-02-05,0.009,1
2020-02-06,0.015,1
2020-02-07,0.043,1
2020-02-08,0.245,2
2020-02-09,0.264,2
2020-02-10,0.283,2
2020-02-11,0.302,2
2020-02-12,0.321,2
2020-02-13,0.34,2
2020-02-14,0.359,2
