Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-09-04,9.991,0
2021-09-05,10.495,0
2021-09-06,11.341,0
2021-09-07,11.27,0
2021-09-08,11.413,0
2021-09-09,9.493,0
2021-09-10,9.129,0
2021-09-11,9.842,1
2021-09-12,11.664,1
2021-09-13,11.856,1
2021-09-14,11.918,1
2021-09-15,11.419,1
2021-09-16,11.234,1
2021-09-17,11.377,1
2021-09-18,11.109,1
2021-09-19,10.863,1
2021-09-20,10.949,1
2021-09-21,10.634,1
2021-09-22,9.637,1
2021-09-23,8.767,1
2021-09-24,8.383,1
2021-09-25,8.364,1
2021-09-26,7.498,2
2021-09-27,7.315,2
2021-09-28,7.134,2
2021-09-29,6.955,2
2021-09-30,6.776,2
2021-10-01,6.6,2
2021-10-02,6.424,2
