Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-08-18,15.008,0
2019-08-19,15.474,0
2019-08-20,14.976,0
2019-08-21,14.686,0
2019-08-22,14.239,0
2019-08-23,12.511,0
2019-08-24,11.296,0
2019-08-25,11.193,0
2019-08-26,11.704,1
2019-08-27,12.42,1
2019-08-28,12.148,1
2019-08-29,11.714,1
2019-08-30,11.946,1
2019-08-31,12.146,1
2019-09-01,11.557,1
2019-09-02,11.38,1
2019-09-03,11.53,1
2019-09-04,12.021,1
2019-09-05,12.318,1
2019-09-06,12.013,1
2019-09-07,11.487,1
2019-09-08,10.968,1
2019-09-09,10.319,2
2019-09-10,10.158,2
2019-09-11,9.995,2
2019-09-12,9.829,2
2019-09-13,9.661,2
2019-09-14,9.49,2
2019-09-15,9.317,2
