Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-08-23,12.611,0
2020-08-24,13.634,0
2020-08-25,13.678,0
2020-08-26,12.05,0
2020-08-27,13.002,0
2020-08-28,13.237,0
2020-08-29,10.979,0
2020-08-30,8.861,1
2020-08-31,8.922,1
2020-09-01,9.304,1
2020-09-02,10.615,1
2020-09-03,11.512,1
2020-09-04,9.639,1
2020-09-05,8.891,1
2020-09-06,9.887,1
2020-09-07,9.17,1
2020-09-08,7.495,1
2020-09-09,6.395,1
2020-09-10,5.621,1
2020-09-11,5.092,1
2020-09-12,5.116,1
2020-09-13,5.523,1
2020-09-14,7.386,2
2020-09-15,7.198,2
2020-09-16,7.009,2
2020-09-17,6.819,2
2020-09-18,6.628,2
2020-09-19,6.437,2
2020-09-20,6.247,2
