Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-04-09,2.511,0
2020-04-10,1.066,0
2020-04-11,0.887,0
2020-04-12,1.683,0
2020-04-13,1.47,0
2020-04-14,1.11,0
2020-04-15,0.95,0
2020-04-16,0.571,0
2020-04-17,1.011,1
2020-04-18,1.45,1
2020-04-19,2.052,1
2020-04-20,1.772,1
2020-04-21,1.462,1
2020-04-22,1.634,1
2020-04-23,1.846,1
2020-04-24,1.904,1
2020-04-25,1.945,1
2020-04-26,2.082,1
2020-04-27,1.712,1
2020-04-28,1.478,1
2020-04-29,1.796,1
2020-04-30,1.845,1
2020-05-01,1.908,1
2020-05-02,2.353,2
2020-05-03,2.442,2
2020-05-04,2.537,2
2020-05-05,2.638,2
2020-05-06,2.745,2
2020-05-07,2.859,2
2020-05-08,2.978,2
