Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-10-25,5.162,0
2021-10-26,4.075,0
2021-10-27,2.27,0
2021-10-28,2.354,0
2021-10-29,1.974,0
2021-10-30,1.175,0
2021-10-31,1.095,0
2021-11-01,1.289,0
2021-11-02,1.835,1
2021-11-03,1.821,1
2021-11-04,1.603,1
2021-11-05,1.294,1
2021-11-06,0.995,1
2021-11-07,0.809,1
2021-11-08,0.881,1
2021-11-09,0.997,1
2021-11-10,1.394,1
2021-11-11,1.777,1
2021-11-12,1.782,1
2021-11-13,1.393,1
2021-11-14,1.07,1
2021-11-15,1.105,1
2021-11-16,1.133,1
2021-11-17,1.229,2
2021-11-18,1.199,2
2021-11-19,1.17,2
2021-11-20,1.143,2
2021-11-21,1.118,2
2021-11-22,1.094,2
2021-11-23,1.071,2
