Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-04-19,11.711,0
2021-04-20,14.236,0
2021-04-21,17.68,0
2021-04-22,17.527,0
2021-04-23,12.597,0
2021-04-24,10.583,0
2021-04-25,11.952,0
2021-04-26,10.363,1
2021-04-27,6.312,1
2021-04-28,4.371,1
2021-04-29,4.471,1
2021-04-30,4.896,1
2021-05-01,7.053,1
2021-05-02,6.09,1
2021-05-03,3.685,1
2021-05-04,2.046,1
2021-05-05,2.009,1
2021-05-06,6.413,2
2021-05-07,6.203,2
2021-05-08,5.997,2
2021-05-09,5.793,2
2021-05-10,5.593,2
2021-05-11,5.395,2
2021-05-12,5.2,2
