Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-12-29,28.868,0
2020-12-30,26.339,0
2020-12-31,27.591,0
2021-01-01,27.426,0
2021-01-02,25.114,0
2021-01-03,26.613,0
2021-01-04,25.252,0
2021-01-05,25.808,1
2021-01-06,26.35,1
2021-01-07,27.098,1
2021-01-08,28.672,1
2021-01-09,29.778,1
2021-01-10,29.527,1
2021-01-11,28.689,1
2021-01-12,27.579,1
2021-01-13,26.361,1
2021-01-14,25.42,1
2021-01-15,26.552,1
2021-01-16,28.407,1
2021-01-17,30.34,1
2021-01-18,32.211,1
2021-01-19,34.38,1
2021-01-20,34.94,1
2021-01-21,29.435,2
2021-01-22,29.384,2
2021-01-23,29.329,2
2021-01-24,29.272,2
2021-01-25,29.212,2
2021-01-26,29.15,2
2021-01-27,29.086,2
