Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-07-25,9.668,0
2019-07-26,10.986,0
2019-07-27,12.097,0
2019-07-28,13.428,0
2019-07-29,13.462,0
2019-07-30,12.583,0
2019-07-31,11.493,0
2019-08-01,11.371,1
2019-08-02,11.604,1
2019-08-03,12.041,1
2019-08-04,12.155,1
2019-08-05,12.018,1
2019-08-06,12.537,1
2019-08-07,12.727,1
2019-08-08,12.294,1
2019-08-09,12.037,1
2019-08-10,12.206,1
2019-08-11,12.471,1
2019-08-12,12.154,1
2019-08-13,11.601,1
2019-08-14,11.316,1
2019-08-15,11.568,1
2019-08-16,11.563,1
2019-08-17,10.751,2
2019-08-18,10.677,2
2019-08-19,10.601,2
2019-08-20,10.522,2
2019-08-21,10.439,2
2019-08-22,10.352,2
2019-08-23,10.261,2
