Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-10-25,5.162,0
2021-10-26,4.075,0
2021-10-27,2.27,0
2021-10-28,2.354,0
2021-10-29,1.974,0
2021-10-30,1.175,0
2021-10-31,1.095,0
2021-11-01,1.289,0
2021-11-02,1.917,1
2021-11-03,1.832,1
2021-11-04,1.62,1
2021-11-05,1.407,1
2021-11-06,1.13,1
2021-11-07,0.923,1
2021-11-08,0.985,1
2021-11-09,1.156,1
2021-11-10,1.542,1
2021-11-11,1.907,1
2021-11-12,1.85,1
2021-11-13,1.422,1
2021-11-14,1.148,1
2021-11-15,1.196,1
2021-11-16,1.187,1
2021-11-17,1.229,2
2021-11-18,1.199,2
2021-11-19,1.17,2
2021-11-20,1.143,2
2021-11-21,1.118,2
2021-11-22,1.094,2
2021-11-23,1.071,2
