Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-01-18,0.446,0
2020-01-19,0.317,0
2020-01-20,0.071,0
2020-01-21,0,0
2020-01-22,0.017,0
2020-01-23,0.045,0
2020-01-24,0.237,0
2020-01-25,0.094,0
2020-01-26,0.048,1
2020-01-27,0.13,1
2020-01-28,0.161,1
2020-01-29,0.171,1
2020-01-30,0.189,1
2020-01-31,0.237,1
2020-02-01,0.055,1
2020-02-02,0.001,1
2020-02-03,0.122,1
2020-02-04,0.171,1
2020-02-05,0.188,1
2020-02-06,0.179,1
2020-02-07,0.264,1
2020-02-08,0.481,1
2020-02-09,0.315,1
2020-02-10,0.283,2
2020-02-11,0.302,2
2020-02-12,0.321,2
2020-02-13,0.34,2
2020-02-14,0.359,2
2020-02-15,0.377,2
2020-02-16,0.393,2
