Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-04-04,2.176,0
2019-04-05,2.388,0
2019-04-06,2.942,0
2019-04-07,3.421,0
2019-04-08,4.444,0
2019-04-09,3.998,0
2019-04-10,3.521,0
2019-04-11,3.467,1
2019-04-12,3.524,1
2019-04-13,3.743,1
2019-04-14,3.263,1
2019-04-15,1.744,1
2019-04-16,1.728,1
2019-04-17,2.735,1
2019-04-18,3.042,1
2019-04-19,2.495,1
2019-04-20,1.868,1
2019-04-21,1.972,1
2019-04-22,2.345,1
2019-04-23,2.366,1
2019-04-24,2.339,1
2019-04-25,2.612,1
2019-04-26,3.692,2
2019-04-27,3.779,2
2019-04-28,3.869,2
2019-04-29,3.962,2
2019-04-30,4.058,2
2019-05-01,4.157,2
2019-05-02,4.26,2
