Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-09-30,7.488,0
2021-10-01,6.782,0
2021-10-02,7.141,0
2021-10-03,7.592,0
2021-10-04,7.483,0
2021-10-05,6.441,0
2021-10-06,6.263,0
2021-10-07,7.176,1
2021-10-08,7.361,1
2021-10-09,6.829,1
2021-10-10,6.616,1
2021-10-11,6.424,1
2021-10-12,7.148,1
2021-10-13,6.532,1
2021-10-14,5.699,1
2021-10-15,5.022,1
2021-10-16,4.396,1
2021-10-17,3.937,1
2021-10-18,3.492,1
2021-10-19,3.524,1
2021-10-20,3.729,1
2021-10-21,3.565,1
2021-10-22,3.269,2
2021-10-23,3.137,2
2021-10-24,3.009,2
2021-10-25,2.885,2
2021-10-26,2.764,2
2021-10-27,2.649,2
2021-10-28,2.537,2
